time;bid;ask;last;volume;time_msc;flags;volume_real
2022-11-30 14:44:14+00:00;26,01;26,02;26,02;200;1669819454400;buy;200,0
2022-11-30 14:44:15+00:00;26,01;26,02;26,02;100;1669819455232;buy;100,0
2022-11-30 14:44:15+00:00;26,01;26,02;26,02;100;1669819455935;buy;100,0
2022-11-30 14:44:17+00:00;26,01;26,02;26,01;16200;1669819457913;sell;16200,0
2022-11-30 14:44:17+00:00;26,01;26,02;26,01;500;1669819457919;sell;500,0
2022-11-30 14:44:18+00:00;26,0;26,02;26,02;100;1669819458161;buy;100,0
2022-11-30 14:44:18+00:00;26,0;26,02;26,02;300;1669819458819;buy;300,0
2022-11-30 14:44:19+00:00;26,0;26,01;26,01;200;1669819459918;buy;200,0
2022-11-30 14:44:21+00:00;26,0;26,02;26,02;100;1669819461905;buy;100,0
2022-11-30 14:44:22+00:00;26,0;26,02;26,02;500;1669819462048;buy;500,0
2022-11-30 14:44:23+00:00;26,0;26,02;26,02;100;1669819463170;buy;100,0
2022-11-30 14:44:23+00:00;26,0;26,02;26,01;100;1669819463413;both;100,0
2022-11-30 14:44:24+00:00;26,01;26,02;26,01;300;1669819464816;sell;300,0
2022-11-30 14:44:30+00:00;26,01;26,02;26,02;300;1669819470715;buy;300,0
2022-11-30 14:44:30+00:00;26,01;26,02;26,02;100;1669819470830;buy;100,0
2022-11-30 14:44:31+00:00;26,01;26,02;26,02;100;1669819471016;buy;100,0
2022-11-30 14:44:31+00:00;26,01;26,02;26,01;100;1669819471701;sell;100,0
2022-11-30 14:44:34+00:00;26,01;26,02;26,01;1200;1669819474778;sell;1200,0
2022-11-30 14:44:35+00:00;26,01;26,02;26,02;100;1669819475768;buy;100,0
2022-11-30 14:44:35+00:00;26,01;26,02;26,02;100;1669819475875;buy;100,0
2022-11-30 14:44:37+00:00;26,01;26,02;26,02;100;1669819477184;buy;100,0
2022-11-30 14:44:37+00:00;26,01;26,02;26,02;600;1669819477313;buy;600,0
2022-11-30 14:44:37+00:00;26,01;26,02;26,02;100;1669819477896;buy;100,0
2022-11-30 14:44:38+00:00;26,01;26,02;26,02;100;1669819478888;buy;100,0
2022-11-30 14:44:39+00:00;26,01;26,02;26,02;100;1669819479247;buy;100,0
2022-11-30 14:44:40+00:00;26,01;26,02;26,02;200;1669819480340;buy;200,0
2022-11-30 14:44:41+00:00;26,01;26,02;26,01;100;1669819481507;sell;100,0
2022-11-30 14:44:41+00:00;26,01;26,02;26,02;1300;1669819481630;buy;1300,0
2022-11-30 14:44:41+00:00;26,01;26,02;26,02;200;1669819481759;buy;200,0
2022-11-30 14:44:42+00:00;26,01;26,02;26,01;100;1669819482395;sell;100,0
2022-11-30 14:44:42+00:00;26,01;26,02;26,02;300;1669819482399;buy;300,0
2022-11-30 14:44:42+00:00;26,01;26,02;26,02;8000;1669819482507;buy;8000,0
2022-11-30 14:44:42+00:00;26,01;26,02;26,01;100;1669819482799;sell;100,0
2022-11-30 14:44:43+00:00;26,01;26,02;26,01;3000;1669819483403;sell;3000,0
2022-11-30 14:44:44+00:00;26,01;26,02;26,02;300;1669819484903;buy;300,0
2022-11-30 14:44:45+00:00;26,01;26,02;26,02;100;1669819485792;buy;100,0
2022-11-30 14:44:46+00:00;26,01;26,02;26,01;100;1669819486141;sell;100,0
2022-11-30 14:44:47+00:00;26,01;26,02;26,02;100;1669819487041;buy;100,0
2022-11-30 14:44:47+00:00;26,01;26,02;26,02;100;1669819487073;buy;100,0
2022-11-30 14:44:47+00:00;26,01;26,02;26,01;400;1669819487584;sell;400,0
2022-11-30 14:44:48+00:00;26,01;26,02;26,02;300;1669819488081;buy;300,0
2022-11-30 14:44:48+00:00;26,01;26,02;26,01;100;1669819488094;sell;100,0
2022-11-30 14:44:48+00:00;26,01;26,02;26,02;10000;1669819488269;buy;10000,0
2022-11-30 14:44:48+00:00;26,01;26,02;26,02;100;1669819488646;buy;100,0
2022-11-30 14:44:49+00:00;26,01;26,02;26,01;100;1669819489811;sell;100,0
2022-11-30 14:44:50+00:00;26,01;26,02;26,02;100;1669819490541;buy;100,0
2022-11-30 14:44:50+00:00;26,01;26,02;26,01;3000;1669819490632;sell;3000,0
2022-11-30 14:44:51+00:00;26,01;26,02;26,02;100;1669819491707;buy;100,0
2022-11-30 14:44:53+00:00;26,01;26,02;26,02;2300;1669819493151;buy;2300,0
2022-11-30 14:44:53+00:00;26,01;26,02;26,01;1000;1669819493218;sell;1000,0
2022-11-30 14:44:54+00:00;26,01;26,02;26,02;300;1669819494548;buy;300,0
2022-11-30 14:44:55+00:00;26,01;26,02;26,02;100;1669819495251;buy;100,0
2022-11-30 14:44:55+00:00;26,01;26,02;26,01;100;1669819495528;sell;100,0
2022-11-30 14:44:55+00:00;26,01;26,02;26,01;100;1669819495543;sell;100,0
2022-11-30 14:44:55+00:00;26,01;26,02;26,02;1200;1669819495793;buy;1200,0
2022-11-30 14:44:56+00:00;26,01;26,02;26,02;300;1669819496193;buy;300,0
2022-11-30 14:44:59+00:00;26,01;26,02;26,02;700;1669819499521;buy;700,0
2022-11-30 14:44:59+00:00;26,01;26,02;26,02;200;1669819499808;buy;200,0
2022-11-30 14:45:00+00:00;26,01;26,02;26,02;100;1669819500159;buy;100,0
2022-11-30 14:45:00+00:00;26,01;26,02;26,01;100;1669819500611;sell;100,0
2022-11-30 14:45:00+00:00;26,01;26,02;26,01;100;1669819500843;sell;100,0
2022-11-30 14:45:00+00:00;26,01;26,02;26,02;100;1669819500968;buy;100,0
2022-11-30 14:45:01+00:00;26,01;26,02;26,02;100;1669819501181;buy;100,0
2022-11-30 14:45:01+00:00;26,01;26,02;26,02;300;1669819501786;buy;300,0
2022-11-30 14:45:01+00:00;26,01;26,02;26,02;200;1669819501811;buy;200,0
2022-11-30 14:45:02+00:00;26,01;26,02;26,02;2200;1669819502293;buy;2200,0
2022-11-30 14:45:03+00:00;26,01;26,02;26,02;100;1669819503138;buy;100,0
2022-11-30 14:45:04+00:00;26,01;26,02;26,02;100;1669819504282;buy;100,0
2022-11-30 14:45:04+00:00;26,01;26,02;26,02;1000;1669819504379;buy;1000,0
2022-11-30 14:45:05+00:00;26,01;26,02;26,02;100;1669819505775;buy;100,0
2022-11-30 14:45:06+00:00;26,01;26,02;26,02;300;1669819506528;buy;300,0
2022-11-30 14:45:06+00:00;26,01;26,02;26,01;18800;1669819506783;sell;18800,0
2022-11-30 14:45:06+00:00;26,01;26,02;26,01;14300;1669819506968;sell;14300,0
2022-11-30 14:45:09+00:00;26,01;26,02;26,02;100;1669819509901;buy;100,0
2022-11-30 14:45:11+00:00;26,01;26,02;26,02;100;1669819511081;buy;100,0
2022-11-30 14:45:12+00:00;26,01;26,02;26,02;100;1669819512387;buy;100,0
2022-11-30 14:45:13+00:00;26,01;26,02;26,02;100;1669819513855;buy;100,0
2022-11-30 14:45:14+00:00;26,01;26,02;26,02;6300;1669819514220;buy;6300,0
2022-11-30 14:45:14+00:00;26,01;26,02;26,02;10600;1669819514511;buy;10600,0
2022-11-30 14:45:15+00:00;26,02;26,03;26,03;100;1669819515584;buy;100,0
2022-11-30 14:45:15+00:00;26,02;26,03;26,03;1000;1669819515584;buy;1000,0
2022-11-30 14:45:15+00:00;26,02;26,03;26,03;100;1669819515597;buy;100,0
2022-11-30 14:45:15+00:00;26,02;26,03;26,03;100;1669819515868;buy;100,0
2022-11-30 14:45:15+00:00;26,02;26,03;26,03;100;1669819515869;buy;100,0
2022-11-30 14:45:19+00:00;26,02;26,03;26,03;100;1669819519098;buy;100,0
2022-11-30 14:45:19+00:00;26,02;26,03;26,03;300;1669819519102;buy;300,0
2022-11-30 14:45:20+00:00;26,02;26,03;26,03;100;1669819520383;buy;100,0
2022-11-30 14:45:21+00:00;26,02;26,03;26,03;100;1669819521756;buy;100,0
2022-11-30 14:45:22+00:00;26,02;26,03;26,03;100;1669819522352;buy;100,0
2022-11-30 14:45:23+00:00;26,02;26,03;26,03;100;1669819523057;buy;100,0
2022-11-30 14:45:24+00:00;26,02;26,03;26,02;100;1669819524212;sell;100,0
2022-11-30 14:45:24+00:00;26,02;26,03;26,02;40000;1669819524222;sell;40000,0
2022-11-30 14:45:24+00:00;26,02;26,03;26,02;500;1669819524229;sell;500,0
2022-11-30 14:45:24+00:00;26,01;26,02;26,02;4200;1669819524561;buy;4200,0
2022-11-30 14:45:26+00:00;26,01;26,02;26,02;2100;1669819526898;buy;2100,0
2022-11-30 14:45:27+00:00;26,01;26,02;26,02;200;1669819527162;buy;200,0
2022-11-30 14:45:27+00:00;26,01;26,02;26,01;600;1669819527795;sell;600,0
2022-11-30 14:45:27+00:00;26,01;26,02;26,01;300;1669819527851;sell;300,0
2022-11-30 14:45:27+00:00;26,01;26,02;26,01;100;1669819527853;sell;100,0
2022-11-30 14:45:27+00:00;26,01;26,02;26,01;800;1669819527859;sell;800,0
2022-11-30 14:45:28+00:00;26,01;26,02;26,01;1300;1669819528739;sell;1300,0
2022-11-30 14:45:28+00:00;26,01;26,02;26,01;600;1669819528797;sell;600,0
2022-11-30 14:45:29+00:00;26,01;26,02;26,01;17800;1669819529790;sell;17800,0
2022-11-30 14:45:29+00:00;26,01;26,02;26,01;200;1669819529790;sell;200,0
2022-11-30 14:45:29+00:00;26,01;26,02;26,01;100;1669819529794;sell;100,0
2022-11-30 14:45:29+00:00;26,01;26,02;26,01;500;1669819529804;sell;500,0
2022-11-30 14:45:29+00:00;26,0;26,01;26,01;300;1669819529856;buy;300,0
2022-11-30 14:45:30+00:00;26,0;26,01;26,01;100;1669819530629;buy;100,0
2022-11-30 14:45:35+00:00;26,0;26,01;26,01;100;1669819535133;buy;100,0
2022-11-30 14:45:35+00:00;26,0;26,01;26,0;10000;1669819535535;sell;10000,0
2022-11-30 14:45:35+00:00;26,0;26,01;26,0;100;1669819535535;sell;100,0
2022-11-30 14:45:38+00:00;26,0;26,01;26,01;100;1669819538396;buy;100,0
2022-11-30 14:45:41+00:00;26,0;26,01;26,01;500;1669819541191;buy;500,0
2022-11-30 14:45:41+00:00;26,0;26,01;26,0;2000;1669819541778;sell;2000,0
2022-11-30 14:45:41+00:00;26,0;26,01;26,0;43300;1669819541786;sell;43300,0
2022-11-30 14:45:41+00:00;26,0;26,01;25,99;100;1669819541786;sell;100,0
2022-11-30 14:45:41+00:00;26,0;26,01;25,99;41900;1669819541786;sell;41900,0
2022-11-30 14:45:41+00:00;26,0;26,01;25,98;14700;1669819541786;sell;14700,0
2022-11-30 14:45:41+00:00;26,0;26,01;25,98;100;1669819541786;sell;100,0
2022-11-30 14:45:41+00:00;26,0;26,01;25,99;500;1669819541812;sell;500,0
2022-11-30 14:45:41+00:00;26,0;26,01;25,99;100;1669819541814;sell;100,0
2022-11-30 14:45:42+00:00;25,98;25,99;25,99;100;1669819542116;buy;100,0
2022-11-30 14:45:42+00:00;25,98;25,99;25,98;600;1669819542423;sell;600,0
2022-11-30 14:45:42+00:00;25,98;25,99;25,97;600;1669819542423;sell;600,0
2022-11-30 14:45:42+00:00;25,98;25,99;25,98;500;1669819542427;sell;500,0
2022-11-30 14:45:42+00:00;25,97;25,98;25,98;5400;1669819542589;buy;5400,0
2022-11-30 14:45:42+00:00;25,97;25,98;25,98;100;1669819542595;buy;100,0
2022-11-30 14:45:42+00:00;25,97;25,98;25,98;100;1669819542596;buy;100,0
2022-11-30 14:45:43+00:00;25,98;25,99;25,98;100;1669819543068;sell;100,0
2022-11-30 14:45:44+00:00;25,98;25,99;25,98;200;1669819544011;sell;200,0
2022-11-30 14:45:44+00:00;25,98;25,99;25,98;10000;1669819544035;sell;10000,0
2022-11-30 14:45:44+00:00;25,98;25,99;25,99;200;1669819544109;buy;200,0
2022-11-30 14:45:45+00:00;25,98;25,99;25,98;2400;1669819545150;sell;2400,0
2022-11-30 14:45:45+00:00;25,98;25,99;25,98;100;1669819545155;sell;100,0
2022-11-30 14:45:46+00:00;25,97;25,98;25,98;100;1669819546206;buy;100,0
2022-11-30 14:45:46+00:00;25,97;25,98;25,98;100;1669819546260;buy;100,0
2022-11-30 14:45:46+00:00;25,97;25,98;25,98;100;1669819546760;buy;100,0
2022-11-30 14:45:46+00:00;25,97;25,98;25,97;300;1669819546793;sell;300,0
2022-11-30 14:45:47+00:00;25,97;25,98;25,98;100;1669819547669;buy;100,0
2022-11-30 14:45:48+00:00;25,97;25,98;25,97;100;1669819548005;sell;100,0
2022-11-30 14:45:48+00:00;25,97;25,98;25,97;200;1669819548218;sell;200,0
2022-11-30 14:45:48+00:00;25,97;25,98;25,97;100;1669819548327;sell;100,0
2022-11-30 14:45:51+00:00;25,97;25,98;25,98;100;1669819551140;buy;100,0
2022-11-30 14:45:51+00:00;25,97;25,98;25,98;100;1669819551202;buy;100,0
2022-11-30 14:45:51+00:00;25,97;25,98;25,97;1600;1669819551368;sell;1600,0
2022-11-30 14:45:52+00:00;25,97;25,98;25,98;100;1669819552310;buy;100,0
2022-11-30 14:45:53+00:00;25,97;25,98;25,97;1100;1669819553421;sell;1100,0
2022-11-30 14:45:54+00:00;25,96;25,98;25,97;100;1669819554361;both;100,0
2022-11-30 14:45:55+00:00;25,96;25,98;25,97;100;1669819555006;both;100,0
2022-11-30 14:45:55+00:00;25,96;25,98;25,97;100;1669819555507;both;100,0
2022-11-30 14:45:56+00:00;25,96;25,97;25,96;100;1669819556288;sell;100,0
2022-11-30 14:45:56+00:00;25,96;25,97;25,96;200;1669819556288;sell;200,0
2022-11-30 14:45:56+00:00;25,96;25,97;25,97;100;1669819556502;buy;100,0
2022-11-30 14:45:57+00:00;25,96;25,97;25,97;100;1669819557450;buy;100,0
2022-11-30 14:45:59+00:00;25,96;25,97;25,97;100;1669819559152;buy;100,0
2022-11-30 14:45:59+00:00;25,96;25,97;25,97;100;1669819559545;buy;100,0
2022-11-30 14:46:00+00:00;25,96;25,97;25,97;100;1669819560659;buy;100,0
2022-11-30 14:46:01+00:00;25,96;25,97;25,96;200;1669819561794;sell;200,0
2022-11-30 14:46:02+00:00;25,96;25,97;25,97;300;1669819562978;buy;300,0
2022-11-30 14:46:03+00:00;25,96;25,97;25,97;100;1669819563256;buy;100,0
2022-11-30 14:46:05+00:00;25,96;25,97;25,97;100;1669819565049;buy;100,0
2022-11-30 14:46:05+00:00;25,96;25,97;25,97;100;1669819565723;buy;100,0
2022-11-30 14:46:07+00:00;25,96;25,97;25,97;100;1669819567171;buy;100,0
2022-11-30 14:46:09+00:00;25,96;25,97;25,97;100;1669819569059;buy;100,0
2022-11-30 14:46:09+00:00;25,96;25,97;25,97;300;1669819569869;buy;300,0
2022-11-30 14:46:09+00:00;25,96;25,97;25,98;200;1669819569882;buy;200,0
2022-11-30 14:46:09+00:00;25,96;25,97;25,98;100;1669819569892;buy;100,0
2022-11-30 14:46:12+00:00;25,97;25,98;25,98;100;1669819572812;buy;100,0
2022-11-30 14:46:13+00:00;25,97;25,98;25,98;100;1669819573115;buy;100,0
2022-11-30 14:46:13+00:00;25,97;25,98;25,98;10000;1669819573365;buy;10000,0
2022-11-30 14:46:13+00:00;25,97;25,98;25,98;2900;1669819573551;buy;2900,0
2022-11-30 14:46:13+00:00;25,97;25,98;25,98;200;1669819573986;buy;200,0
2022-11-30 14:46:15+00:00;25,97;25,98;25,98;100;1669819575034;buy;100,0
2022-11-30 14:46:17+00:00;25,97;25,98;25,98;100;1669819577176;buy;100,0
2022-11-30 14:46:19+00:00;25,97;25,98;25,98;1500;1669819579230;buy;1500,0
2022-11-30 14:46:20+00:00;25,97;25,98;25,97;1000;1669819580557;sell;1000,0
2022-11-30 14:46:23+00:00;25,97;25,98;25,98;100;1669819583905;buy;100,0
2022-11-30 14:46:24+00:00;25,97;25,98;25,98;100;1669819584030;buy;100,0
2022-11-30 14:46:24+00:00;25,97;25,98;25,98;100;1669819584153;buy;100,0
2022-11-30 14:46:24+00:00;25,97;25,98;25,98;800;1669819584678;buy;800,0
2022-11-30 14:46:26+00:00;25,97;25,98;25,98;100;1669819586340;buy;100,0
2022-11-30 14:46:27+00:00;25,97;25,98;25,98;100;1669819587171;buy;100,0
2022-11-30 14:46:27+00:00;25,97;25,98;25,98;500;1669819587607;buy;500,0
2022-11-30 14:46:29+00:00;25,97;25,98;25,98;100;1669819589883;buy;100,0
2022-11-30 14:46:30+00:00;25,97;25,98;25,98;100;1669819590418;buy;100,0
2022-11-30 14:46:30+00:00;25,97;25,98;25,98;100;1669819590625;buy;100,0
2022-11-30 14:46:30+00:00;25,97;25,98;25,98;100;1669819590625;buy;100,0
2022-11-30 14:46:30+00:00;25,97;25,98;25,98;400;1669819590700;buy;400,0
2022-11-30 14:46:31+00:00;25,97;25,98;25,98;100;1669819591178;buy;100,0
2022-11-30 14:46:33+00:00;25,97;25,98;25,98;100;1669819593279;buy;100,0
2022-11-30 14:46:33+00:00;25,97;25,98;25,98;1500;1669819593606;buy;1500,0
2022-11-30 14:46:34+00:00;25,97;25,98;25,98;300;1669819594624;buy;300,0
2022-11-30 14:46:35+00:00;25,97;25,98;25,98;100;1669819595181;buy;100,0
2022-11-30 14:46:35+00:00;25,97;25,98;25,98;200;1669819595619;buy;200,0
2022-11-30 14:46:35+00:00;25,97;25,98;25,97;300;1669819595999;sell;300,0
2022-11-30 14:46:38+00:00;25,97;25,98;25,98;300;1669819598146;buy;300,0
2022-11-30 14:46:38+00:00;25,97;25,98;25,98;200;1669819598952;buy;200,0
2022-11-30 14:46:40+00:00;25,97;25,98;25,97;100;1669819600695;sell;100,0
2022-11-30 14:46:41+00:00;25,97;25,98;25,98;300;1669819601007;buy;300,0
2022-11-30 14:46:41+00:00;25,97;25,98;25,97;100;1669819601896;sell;100,0
2022-11-30 14:46:42+00:00;25,97;25,98;25,98;100;1669819602485;buy;100,0
2022-11-30 14:46:43+00:00;25,97;25,98;25,98;100;1669819603159;buy;100,0
2022-11-30 14:46:43+00:00;25,97;25,98;25,98;100;1669819603208;buy;100,0
2022-11-30 14:46:47+00:00;25,97;25,98;25,98;100;1669819607318;buy;100,0
2022-11-30 14:46:49+00:00;25,97;25,98;25,97;100;1669819609387;sell;100,0
2022-11-30 14:46:51+00:00;25,97;25,98;25,98;100;1669819611215;buy;100,0
2022-11-30 14:46:51+00:00;25,97;25,98;25,98;100;1669819611225;buy;100,0
2022-11-30 14:46:52+00:00;25,97;25,98;25,98;300;1669819612157;buy;300,0
2022-11-30 14:46:54+00:00;25,97;25,98;25,98;100;1669819614428;buy;100,0
2022-11-30 14:46:54+00:00;25,97;25,98;25,98;200;1669819614542;buy;200,0
2022-11-30 14:46:55+00:00;25,97;25,98;25,98;100;1669819615141;buy;100,0
2022-11-30 14:46:55+00:00;25,97;25,98;25,98;2000;1669819615312;buy;2000,0
2022-11-30 14:46:58+00:00;25,97;25,98;25,98;200;1669819618832;buy;200,0
2022-11-30 14:46:59+00:00;25,97;25,98;25,98;100;1669819619029;buy;100,0
2022-11-30 14:46:59+00:00;25,97;25,98;25,97;100;1669819619207;sell;100,0
2022-11-30 14:47:00+00:00;25,97;25,98;25,98;100;1669819620721;buy;100,0
2022-11-30 14:47:01+00:00;25,97;25,98;25,98;400;1669819621567;buy;400,0
2022-11-30 14:47:02+00:00;25,97;25,98;25,98;100;1669819622944;buy;100,0
2022-11-30 14:47:03+00:00;25,97;25,98;25,98;100;1669819623202;buy;100,0
2022-11-30 14:47:03+00:00;25,97;25,98;25,98;700;1669819623402;buy;700,0
2022-11-30 14:47:04+00:00;25,97;25,98;25,98;300;1669819624141;buy;300,0
2022-11-30 14:47:06+00:00;25,97;25,98;25,98;100;1669819626164;buy;100,0
2022-11-30 14:47:06+00:00;25,97;25,98;25,98;200;1669819626572;buy;200,0
2022-11-30 14:47:07+00:00;25,98;25,99;25,99;100;1669819627013;buy;100,0
2022-11-30 14:47:07+00:00;25,98;25,99;25,99;300;1669819627872;buy;300,0
2022-11-30 14:47:08+00:00;25,98;25,99;25,99;100;1669819628127;buy;100,0
2022-11-30 14:47:08+00:00;25,98;25,99;25,99;100;1669819628739;buy;100,0
2022-11-30 14:47:08+00:00;25,98;25,99;25,99;400;1669819628861;buy;400,0
2022-11-30 14:47:12+00:00;25,98;25,99;25,99;100;1669819632164;buy;100,0
2022-11-30 14:47:12+00:00;25,98;25,99;25,99;600;1669819632757;buy;600,0
2022-11-30 14:47:14+00:00;25,98;25,99;25,99;15100;1669819634373;buy;15100,0
2022-11-30 14:47:14+00:00;25,98;25,99;26,0;8800;1669819634373;buy;8800,0
2022-11-30 14:47:14+00:00;25,98;25,99;26,0;33700;1669819634373;buy;33700,0
2022-11-30 14:47:14+00:00;25,98;26,0;26,0;100;1669819634665;buy;100,0
2022-11-30 14:47:15+00:00;25,99;26,0;26,0;100;1669819635433;buy;100,0
2022-11-30 14:47:16+00:00;25,99;26,0;26,0;300;1669819636160;buy;300,0
